"id","correlativo","asunto_id2/name","codigo_situr","state","create_date"
"__export__.ept_com_comunicaciones_21115","SINCO/E/2021-0000018450","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","12-11-01-001-0033","Respondido","2021-05-12 00:44:35"
"__export__.ept_com_comunicaciones_21114","SINCO/E/2021-0000018449","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","17-07-01-001-0019","Respondido","2021-05-11 23:32:26"
"__export__.ept_com_comunicaciones_21113","SINCO/E/2021-0000018448","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","12-10-03-001-0003","Respondido","2021-05-11 22:16:05"
"__export__.ept_com_comunicaciones_21110","SINCO/E/2021-0000018446","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","14-01-0002","Respondido","2021-05-11 20:54:34"
"__export__.ept_com_comunicaciones_21109","SINCO/E/2021-0000018445","ORIENTACION EN EL MODO DE EJECUCIÓN","20-18-01-001-0043","Respondido","2021-05-11 20:14:29"
"__export__.ept_com_comunicaciones_21108","SINCO/E/2021-0000018444","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","12-04-01-001-0004","Respondido","2021-05-11 19:14:50"
"__export__.ept_com_comunicaciones_21105","SINCO/E/2021-0000018443","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","14-12-01-001-0008","Respondido","2021-05-11 18:37:07"
"__export__.ept_com_comunicaciones_21103","SINCO/E/2021-0000018442","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","12-14-01-025-0000","Respondido","2021-05-11 16:31:26"
"__export__.ept_com_comunicaciones_21102","SINCO/E/2021-0000018441","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","22-01-01-003-0000","Respondido","2021-05-11 16:19:07"
"__export__.ept_com_comunicaciones_21100","SINCO/E/2021-0000018440","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","10-04-07-158-0000","Respondido","2021-05-11 15:45:51"
"__export__.ept_com_comunicaciones_21099","SINCO/E/2021-0000018439","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","CC-URB-2019-10-00030","Respondido","2021-05-11 15:45:29"
"__export__.ept_com_comunicaciones_21096","SINCO/E/2021-0000018437","PROCESO DE VALORACION DEL PROYECTO","CC-RUR-2014-11-00000","Respondido","2021-05-11 13:41:16"
"__export__.ept_com_comunicaciones_21095","SINCO/E/2021-0000018436","PROCESO DE VALORACION DEL PROYECTO","06-02-01-N65-0000","Respondido","2021-05-11 13:03:27"
"__export__.ept_com_comunicaciones_21094","SINCO/E/2021-0000018435","SOLICITUD DE ACTIVACION USUARIO SINCO","12-04-02-001-0013","Respondido","2021-05-11 12:53:30"
"__export__.ept_com_comunicaciones_21092","SINCO/E/2021-0000018434","PERIODO DE REGISTRO DE PROYECTOS","C-MIX-2019-05-0001","Respondido","2021-05-11 11:34:16"
"__export__.ept_com_comunicaciones_21088","SINCO/E/2021-0000018430","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","01-01-02-001-0095","Respondido","2021-05-11 01:35:30"
"__export__.ept_com_comunicaciones_21086","SINCO/E/2021-0000018428","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","14-01-0002","Respondido","2021-05-10 23:50:49"
"__export__.ept_com_comunicaciones_21085","SINCO/E/2021-0000018427","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-08-01-001-0032","Respondido","2021-05-10 22:00:35"
"__export__.ept_com_comunicaciones_21084","SINCO/E/2021-0000018426","PROCESO DE VALORACION DEL PROYECTO","14-06-02-001-0038","Respondido","2021-05-10 21:50:26"
"__export__.ept_com_comunicaciones_21083","SINCO/E/2021-0000018425","PROCESO DE VALORACION DEL PROYECTO","14-06-02-001-0033","Respondido","2021-05-10 21:42:38"
"__export__.ept_com_comunicaciones_21082","SINCO/E/2021-0000018424","SOLICITUD DE ACTIVACION USUARIO SINCO","CC-RUR-2014-11-00000","Respondido","2021-05-10 19:15:33"
"__export__.ept_com_comunicaciones_21081","SINCO/E/2021-0000018423","PASOS PARA REGISTRAR UN PROYECTO","19-11-01-001-0024","Respondido","2021-05-10 19:06:44"
"__export__.ept_com_comunicaciones_21078","SINCO/E/2021-0000018421","PROCESO DE VALORACION DEL PROYECTO","12-15-01-001-0000","Respondido","2021-05-10 17:16:47"
"__export__.ept_com_comunicaciones_21077","SINCO/E/2021-0000018420","PROCESO DE VALORACION DEL PROYECTO","08-14-05-001-0148","Respondido","2021-05-10 17:16:01"
"__export__.ept_com_comunicaciones_21076","SINCO/E/2021-0000018419","SOLICITUD DE ACTIVACION USUARIO SINCO","12-15-01-001-0000","Respondido","2021-05-10 17:13:52"
"__export__.ept_com_comunicaciones_21075","SINCO/E/2021-0000018418","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-08-01-001-0032","Respondido","2021-05-10 17:06:26"
"__export__.ept_com_comunicaciones_21074","SINCO/E/2021-0000018417","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","09-09-01-001-0060","Respondido","2021-05-10 16:49:16"
"__export__.ept_com_comunicaciones_21073","SINCO/E/2021-0000018416","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","09-09-01-001-0060","Respondido","2021-05-10 16:28:43"
"__export__.ept_com_comunicaciones_21072","SINCO/E/2021-0000018415","PASOS PARA REGISTRAR UN PROYECTO","19-11-01-001-0024","Respondido","2021-05-10 16:08:16"
"__export__.ept_com_comunicaciones_21070","SINCO/E/2021-0000018414","PROCESO DE VALORACION DEL PROYECTO","14-01-0002","Respondido","2021-05-10 13:33:22"
"__export__.ept_com_comunicaciones_21069","SINCO/E/2021-0000018413","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","CC-URB-2014-09-00025","Respondido","2021-05-10 12:35:19"
"__export__.ept_com_comunicaciones_21068","SINCO/E/2021-0000018412","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","06-03-03-001-0024","Respondido","2021-05-09 15:41:09"
"__export__.ept_com_comunicaciones_21067","SINCO/E/2021-0000018411","PROCESO DE VALORACION DEL PROYECTO","23-20-06-001-0009","Respondido","2021-05-09 12:27:28"
"__export__.ept_com_comunicaciones_21066","SINCO/E/2021-0000018410","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","13-03-04-001-0027","Respondido","2021-05-09 11:21:42"
"__export__.ept_com_comunicaciones_21064","SINCO/E/2021-0000018409","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","14-14-0003","Respondido","2021-05-09 01:19:02"
"__export__.ept_com_comunicaciones_21053","SINCO/E/2021-0000018406","PROBLEMAS POR CUENTAS BANCARIAS DE OBPP BLOQUEADAS Y CAMBIO DE CUENTA","23-11-01-001-0026","Por Confirmar","2021-05-08 18:50:09"
"__export__.ept_com_comunicaciones_21052","SINCO/E/2021-0000018405","PARTICIPACIÓN DE OTROS ENTES","16-07-01-001-0022","Por Confirmar","2021-05-08 18:30:00"
"__export__.ept_com_comunicaciones_21049","SINCO/E/2021-0000018404","PROCESO DE VALORACION DEL PROYECTO","01-01-10-001-0060","Respondido","2021-05-08 15:18:27"
"__export__.ept_com_comunicaciones_21047","SINCO/E/2021-0000018403","SOLICITUD DE ACTIVACION USUARIO SINCO","03-19-01-001-0062","Respondido","2021-05-08 10:43:53"
"__export__.ept_com_comunicaciones_21046","SINCO/E/2021-0000018402","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","CC-URB-2014-09-00025","Respondido","2021-05-08 02:28:07"
"__export__.ept_com_comunicaciones_21045","SINCO/E/2021-0000018401","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","CC-URB-2014-09-00025","Respondido","2021-05-08 02:26:34"
"__export__.ept_com_comunicaciones_21041","SINCO/E/2021-0000018399","PROCESO DE VALORACION DEL PROYECTO","14-23-01-001-0000","Respondido","2021-05-07 21:04:09"
"__export__.ept_com_comunicaciones_21040","SINCO/E/2021-0000018398","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","11-07-01-001-0021","Respondido","2021-05-07 20:57:22"
"__export__.ept_com_comunicaciones_21039","SINCO/E/2021-0000018397","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","08-14-05-001-0148","Respondido","2021-05-07 20:57:00"
"__export__.ept_com_comunicaciones_21037","SINCO/E/2021-0000018395","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","06-02-01-001-0039","Enviado","2021-05-07 20:20:38"
"__export__.ept_com_comunicaciones_21036","SINCO/E/2021-0000018394","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","20-14-04-001-0033","Respondido","2021-05-07 19:53:04"
"__export__.ept_com_comunicaciones_21034","SINCO/E/2021-0000018393","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","CC-URB-2014-07-00197","Respondido","2021-05-07 17:11:19"
"__export__.ept_com_comunicaciones_21033","SINCO/E/2021-0000018392","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","06-03-03-001-0024","Respondido","2021-05-07 16:27:33"
"__export__.ept_com_comunicaciones_21031","SINCO/E/2021-0000018391","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","12-08-01-E12-0000","Respondido","2021-05-07 15:43:45"
"__export__.ept_com_comunicaciones_21030","SINCO/E/2021-0000018390","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","22-10-02-001-0012","Respondido","2021-05-07 15:41:13"
"__export__.ept_com_comunicaciones_21029","SINCO/E/2021-0000018389","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","08-14-05-001-0148","Respondido","2021-05-07 15:38:41"
"__export__.ept_com_comunicaciones_21028","SINCO/E/2021-0000018388","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","08-14-05-001-0148","Respondido","2021-05-07 15:35:35"
"__export__.ept_com_comunicaciones_21027","SINCO/E/2021-0000018387","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","CC-URB-2014-07-00197","Respondido","2021-05-07 14:59:01"
"__export__.ept_com_comunicaciones_21026","SINCO/E/2021-0000018386","PROCESO DE VALORACION DEL PROYECTO","22-11-03-003-0004","Respondido","2021-05-07 14:51:25"
"__export__.ept_com_comunicaciones_21025","SINCO/E/2021-0000018385","PASOS PARA REGISTRAR UN PROYECTO","C-MIX-2014-08-0002","Respondido","2021-05-07 13:33:23"
"__export__.ept_com_comunicaciones_21023","SINCO/E/2021-0000018384","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","10-04-07-001-0009","Respondido","2021-05-07 09:58:12"
"__export__.ept_com_comunicaciones_21020","SINCO/E/2021-0000018383","PROCESO DE VALORACION DEL PROYECTO","14-12-04-001-0002","Respondido","2021-05-07 04:25:29"
"__export__.ept_com_comunicaciones_21019","SINCO/E/2021-0000018382","PROCESO DE VALORACION DEL PROYECTO","03-02-01-M70-0000","Respondido","2021-05-07 03:38:33"
"__export__.ept_com_comunicaciones_21018","SINCO/E/2021-0000018381","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","20-14-04-001-0033","Respondido","2021-05-07 01:41:37"
"__export__.ept_com_comunicaciones_21017","SINCO/E/2021-0000018380","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","16-03-01-001-0029","Respondido","2021-05-06 23:49:45"
"__export__.ept_com_comunicaciones_21015","SINCO/E/2021-0000018379","PASOS PARA REGISTRAR UN PROYECTO","CC-URB-2020-11-00015","Respondido","2021-05-06 22:32:18"
"__export__.ept_com_comunicaciones_21013","SINCO/E/2021-0000018378","PASOS PARA REGISTRAR UN PROYECTO","13-08-07-001-0000","Respondido","2021-05-06 21:30:34"
"__export__.ept_com_comunicaciones_21009","SINCO/E/2021-0000018377","PROCESO DE VALORACION DEL PROYECTO","03-02-01-M70-0000","Respondido","2021-05-06 20:43:05"
"__export__.ept_com_comunicaciones_21006","SINCO/E/2021-0000018376","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","C-RUR-2019-11-0002","Respondido","2021-05-06 19:29:40"
"__export__.ept_com_comunicaciones_20994","SINCO/E/2021-0000018375","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","08-14-05-001-0148","Respondido","2021-05-06 18:15:10"
"__export__.ept_com_comunicaciones_20989","SINCO/E/2021-0000018374","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","CC-URB-2019-10-00030","Respondido","2021-05-06 16:51:16"
"__export__.ept_com_comunicaciones_20987","SINCO/E/2021-0000018373","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","01-01-13-001-0034","Respondido","2021-05-06 15:49:46"
"__export__.ept_com_comunicaciones_20986","SINCO/E/2021-0000018372","PROCESO DE VALORACION DEL PROYECTO","14-08-02-001-0004","Respondido","2021-05-06 13:51:47"
"__export__.ept_com_comunicaciones_20985","SINCO/E/2021-0000018371","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","CC-URB-2018-07-00054","Respondido","2021-05-06 13:21:13"
"__export__.ept_com_comunicaciones_20983","SINCO/E/2021-0000018370","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","06-02-01-001-0003","Por Confirmar","2021-05-06 04:34:19"
"__export__.ept_com_comunicaciones_20982","SINCO/E/2021-0000018369","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","03-19-01-001-0062","Respondido","2021-05-06 03:21:40"
"__export__.ept_com_comunicaciones_20981","SINCO/E/2021-0000018368","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","14-17-01-001-0007","Respondido","2021-05-05 23:38:04"
"__export__.ept_com_comunicaciones_20979","SINCO/E/2021-0000018367","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","CC-URB-2016-01-00001","Respondido","2021-05-05 23:23:25"
"__export__.ept_com_comunicaciones_20971","SINCO/E/2021-0000018366","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","12-12-01-001-0017","Respondido","2021-05-05 21:26:35"
"__export__.ept_com_comunicaciones_20967","SINCO/E/2021-0000018365","SOLICITUD DE ACTIVACION USUARIO SINCO","CC-RUR-2014-11-00000","Respondido","2021-05-05 19:22:53"
"__export__.ept_com_comunicaciones_20964","SINCO/E/2021-0000018364","PROCESO DE VALORACION DEL PROYECTO","CC-RUR-2014-11-00000","Respondido","2021-05-05 18:41:17"
"__export__.ept_com_comunicaciones_20962","SINCO/E/2021-0000018363","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","02-03-04-207-0003","Respondido","2021-05-05 16:22:16"
"__export__.ept_com_comunicaciones_20956","SINCO/E/2021-0000018362","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-14-01-001-0006","Respondido","2021-05-05 13:38:13"
"__export__.ept_com_comunicaciones_20955","SINCO/E/2021-0000018361","PROCESO DE VALORACION DEL PROYECTO","01-01-10-001-0029","Respondido","2021-05-05 13:02:25"
"__export__.ept_com_comunicaciones_20950","SINCO/E/2021-0000018359","SEGUIMIENTO AL TRAMITE ","13-08-03-001-0035","Respondido","2021-05-05 01:43:05"
"__export__.ept_com_comunicaciones_20949","SINCO/E/2021-0000018358","PROCESO DE VALORACION DEL PROYECTO","14-08-02-001-0004","Respondido","2021-05-05 00:31:07"
"__export__.ept_com_comunicaciones_20944","SINCO/E/2021-0000018355","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","12-08-01-001-0015","Respondido","2021-05-04 19:59:31"
"__export__.ept_com_comunicaciones_20943","SINCO/E/2021-0000018354","PROCESO DE VALORACION DEL PROYECTO","20-27-01-001-0046","Respondido","2021-05-04 18:40:18"
"__export__.ept_com_comunicaciones_20942","SINCO/E/2021-0000018353","PROBLEMAS CON EL RIF O CÓDIGO SITUR ","15-19-03-J09-0006","Respondido","2021-05-04 18:31:45"
"__export__.ept_com_comunicaciones_20941","SINCO/E/2021-0000018352","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","09-08-01-001-0069","Respondido","2021-05-04 17:05:38"
"__export__.ept_com_comunicaciones_20940","SINCO/E/2021-0000018351","PROCEDIMIENTO PARA EL CAMBIO DE CONTRASEÑA","CC-URB-2017-07-00005","Respondido","2021-05-04 17:00:10"
"__export__.ept_com_comunicaciones_20939","SINCO/E/2021-0000018350","PROCESO DE VALORACION DEL PROYECTO","22-13-01-001-0015","Respondido","2021-05-04 16:19:56"
"__export__.ept_com_comunicaciones_20938","SINCO/E/2021-0000018349","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","12-08-01-001-0015","Respondido","2021-05-04 16:01:49"
"__export__.ept_com_comunicaciones_20936","SINCO/E/2021-0000018347","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","20-05-01-001-0015","Respondido","2021-05-04 13:40:46"
"__export__.ept_com_comunicaciones_20935","SINCO/E/2021-0000018346","PROCESO DE VALORACION DEL PROYECTO","14-23-01-001-0014","Respondido","2021-05-04 12:38:45"
"__export__.ept_com_comunicaciones_20934","SINCO/E/2021-0000018345","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-11-01-D64-0000","Respondido","2021-05-04 01:53:03"
"__export__.ept_com_comunicaciones_20933","SINCO/E/2021-0000018344","CAMBIO DE VOCERIA RESPONSABLE DEL PROYECTO","12-11-01-D64-0000","Respondido","2021-05-04 01:51:25"
"__export__.ept_com_comunicaciones_20932","SINCO/E/2021-0000018343","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","12-05-01-001-0088","Respondido","2021-05-04 01:40:04"
"__export__.ept_com_comunicaciones_20931","SINCO/E/2021-0000018342","DESCONOCIMIENTO DEL PROCESO DE LA RENDICIÓN DE CUENTAS-VOCERIA","12-08-01-E12-0000","Respondido","2021-05-03 22:42:39"
"__export__.ept_com_comunicaciones_20930","SINCO/E/2021-0000018341","CAUSAS DE LA CANCELACION  DEL PROYECTO POR EL FCI","10-04-07-001-0011","Respondido","2021-05-03 21:15:05"
"__export__.ept_com_comunicaciones_20929","SINCO/E/2021-0000018340","AYUDAS SOCIALES VARIAS","12-08-01-E12-0000","Respondido","2021-05-03 19:25:29"
"__export__.ept_com_comunicaciones_20927","SINCO/E/2021-0000018338","PASOS PARA REGISTRAR UN PROYECTO","14-23-02-005-0000","Respondido","2021-05-03 18:59:53"
"__export__.ept_com_comunicaciones_20926","SINCO/E/2021-0000018337","SOLICITUD DE ACTIVACION USUARIO SINCO","14-18-01-001-0032","Respondido","2021-05-03 18:47:27"
"__export__.ept_com_comunicaciones_20924","SINCO/E/2021-0000018336","PROCESO DE VALORACION DEL PROYECTO","14-18-01-001-0032","Respondido","2021-05-03 18:06:40"
"__export__.ept_com_comunicaciones_20923","SINCO/E/2021-0000018335","PROCESO DE VALORACION DEL PROYECTO","14-04-01-004-0000","Respondido","2021-05-03 17:57:25"
"__export__.ept_com_comunicaciones_20922","SINCO/E/2021-0000018334","DIFICULTAD PARA ADJUNTAR UN DOCUMENTO","12-08-01-001-0015","Respondido","2021-05-03 17:46:01"
"__export__.ept_com_comunicaciones_20921","SINCO/E/2021-0000018333","PROBLEMAS POR CUENTAS BANCARIAS DE OBPP BLOQUEADAS Y CAMBIO DE CUENTA","14-16-01-001-0004","Respondido","2021-05-03 17:36:13"
"__export__.ept_com_comunicaciones_20920","SINCO/E/2021-0000018332","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","09-08-01-001-0135","Respondido","2021-05-03 17:28:40"
"__export__.ept_com_comunicaciones_20919","SINCO/E/2021-0000018331","PERIODO DE REGISTRO DE PROYECTOS","06-02-03-001-0019","Respondido","2021-05-03 17:01:08"
"__export__.ept_com_comunicaciones_20918","SINCO/E/2021-0000018330","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","09-08-01-001-0037","Respondido","2021-05-03 15:19:38"
"__export__.ept_com_comunicaciones_20916","SINCO/E/2021-0000018328","PROBLEMAS POR CUENTAS BANCARIAS DE OBPP BLOQUEADAS Y CAMBIO DE CUENTA","14-16-01-001-0004","Respondido","2021-05-03 12:39:19"
"__export__.ept_com_comunicaciones_20915","SINCO/E/2021-0000018327","PROCESO DE VALORACION DEL PROYECTO","21-18-03-001-0011","Respondido","2021-05-03 03:15:51"
"__export__.ept_com_comunicaciones_20914","SINCO/E/2021-0000018326","PROCEDIMIENTO PARA EL CAMBIO DE CORREO ELECTRÓNICO","19-13-01-003-0000","Respondido","2021-05-03 02:22:50"
"__export__.ept_com_comunicaciones_20913","SINCO/E/2021-0000018325","DIFICULTAD PARA EDITAR UN CAMPO EN EL MODULO DE  REGISTRAR","05-07-01-001-0007","Respondido","2021-05-02 23:19:27"
